item_id,PLACES,THINGS_TO_DO,LOCATION,CITY,TRIP,LAKES,GLACIERS,CULTURAL FOOD
64,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",GULMET NAGAR HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
65,GULMIT RED CARPET MUSEUM," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",GULMIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
66,CULTURE MUSEUM HUNZA,"CULTURE,INFRASTRUCTURE ,EVENTS, SHOPPING",GULMIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
67,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
68,GOLDEN PEAK ,"STAY AND DINE,BONFIRE,,TRACKING,HIKING,SEE NATURE",NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
69,ALTIT MUSEUM,"LANDSCAPE , EVENTS, SHOPPING",ALTIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
70,AKYSB WOMEN ARTS MUSEUM,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ",ALTIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
71,HUNZA HANDICRAFT KARIMABAD,"CULTURE, EVENTS, SHOPPING",KARIMABAD HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
72,ALTIT MUSEUM,"LANDSCAPE , EVENTS, SHOPPING",ALTIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
73,KKH,"STAY AND DINE,BONFIRE",HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
74,ONDRA FORT,"INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GULMIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
75,GANISH KHUN ,"INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GANISH HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
76,PAK-CHINA TUNNEL,"BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING",SHISKAT GOJAL HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
77,LEOPARD TRACK SHISHKAT,",BONFIRE,CAMPING,PICNIC POINT",SHISKAT GOJAL HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
78,HASANABAD LAKE,"SWIMMING,BOATING",HASSANABAD HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
79,GANISH KHUN ,"INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GANISH HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
80,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
81,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
82,WAKHI MUSEM,"LANDSCAPE , EVENTS, SHOPPING",HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
83,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
84,GULMIT RED CARPET MUSEUM," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",HUNZA NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
85,CULTURE MUSEUM HUNZA,"CULTURE,INFRASTRUCTURE ,EVENTS, SHOPPING",HUNZA NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
86,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
87,GOLDEN PEAK ,"STAY AND DINE,BONFIRE,,TRACKING,HIKING,SEE NATURE",HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
88,ALTIT MUSEUM,"LANDSCAPE , EVENTS, SHOPPING",ALTIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
89,GHALBISHI,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE, EVENTS, SHOPPING", HUNZA SOST GOJAL,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
90,BALTIT FORT,"POLO GROUND,HERITAGE",KARIMABAD HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
91,ULTAR GLACIER,TRACKING,KARIMABAD HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
92,LADY FINGER VIEW POINT ,"TRACKING ,STAY AND DINE",MURTAZABAD HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
93,KARIMABAD STREETS,"FOODS,CULTURAL HERITAGE", HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
94,KARIMABAD STREETS,"FOODS,CULTURAL HERITAGE", HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
95,LADY FINGER VIEW POINT ,"TRACKING ,STAY AND DINE",MURTAZABAD HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
96,ULTAR GLACIER,TRACKING,KARIMABAD HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
97,BALTIT FORT,"POLO GROUND,HERITAGE",KARIMABAD HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
98,HUSSAINABAD TUNNEL,"CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",HUNZA GOJAL,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
99,HUNZA WATER,"DRINK HUNZA WATER , WATERFALL",HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
100,GANISH,"ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE,SHOPPING",GANISH HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
101,KKH,"STAY AND DINE,BONFIRE",HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
102,LEOPARD TRACK SHISHKAT,",BONFIRE,CAMPING,PICNIC POINT",SHISKAT GOJAL HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
103,HASANABAD LAKE,"SWIMMING,BOATING",HASSANABAD HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
104,GANISH KHUN ,"INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GANISH HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
105,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",GULMET NAGAR HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
106,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",GULMET NAGAR HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
107,WAKHI MUSEM,"LANDSCAPE , EVENTS, SHOPPING",GULMIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
108,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",GULMET NAGAR HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
109,GULMIT RED CARPET MUSEUM," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",GULMIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
110,CULTURE MUSEUM HUNZA,"CULTURE,INFRASTRUCTURE ,EVENTS, SHOPPING",GULMIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
111,RAKAPOSHI GLACIER,"STAY AND DINEHIKING,SEE NATURE",GULMET NAGAR HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
112,GOLDEN PEAK ,"STAY AND DINE,BONFIRE,,TRACKING,HIKING,SEE NATURE",NAGAR,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
113,ALTIT MUSEUM,"EVENTS, SHOPPING",ALTIT HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
114,GHALBISHI,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE, EVENTS, SHOPPING", HUNZA GOJAL,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
115,BALTIT FORT,"POLO GROUND,HERITAGE",KARIMABAD HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
116,ULTAR GLACIER,TRACKING,KARIMABAD HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
117,HUNZA PEAK,"TRACKING,LANDSCAPE",SHISKAT GOJAL HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
118,KHABASI RESIDENCE,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",ALTIT HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
119,SHISPARE GLACIER,TRACKING,HASSANABAD HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
120,LADY FINGER,HIKING,KARIMABAD HUNZA ,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
121,ULTAR GLACIER,"TRACKING,LANDSCAPE",PASSU GOJAL HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
122,KARIMABAD STREETS,"FOODS,CULTURAL HERITAGE", HUNZA,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
123,HUNZA PEAK,"TRACKING,LANDSCAPE",HUNZA ,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
124,SCARED ROCKS OF HUNZA,"HIKING ,PICNIC POINT",GANISH HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
125,LADY FINGER VIEW POINT ,"TRACKING ,STAY AND DINE",MURTAZABAD HUNZA,HUNZA ,Family,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
126,KACHELI LAKE,"SWIMMING,BOATING,PICNIC POINT",MINAPIN HUNZA NAGAR,HUNZA ,Adventure,"ATTABAD LAKE,BORITH LAKE,RUSH LAKE,BATURA LAKE","ULTAR GLACIER,HOPPER GLACIER,RAKAPOSHI GLACIER,PASSU GLACIER,BATURA GLACIER","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI"
